82041 silly lifecycle callsite@1.0.0~preinstall: no script for preinstall, continuing
88590 verbose link bins   'D:\\zhongzi\\node_modules\\.bin',
88590 verbose link bins   false ]
88591 verbose linkMans browser-sync@2.12.8
88592 silly build grunt-browser-sync@2.2.0
88593 info linkStuff grunt-browser-sync@2.2.0
88594 silly linkStuff grunt-browser-sync@2.2.0 has D:\zhongzi\node_modules as its parent node_modules
88595 verbose linkBins grunt-browser-sync@2.2.0
88596 verbose linkMans grunt-browser-sync@2.2.0
88597 silly doSerial global-link 0
88598 silly doParallel update-linked 0
88599 silly doSerial install 931
88600 silly install abbrev@1.0.7 D:\zhongzi\node_modules\.staging\abbrev-1186bfdb4bfb6b72a8248a8aaa03d331
88601 info lifecycle abbrev@1.0.7~install: abbrev@1.0.7
88602 silly lifecycle abbrev@1.0.7~install: no script for install, continuing
88603 silly install acorn@1.2.2 D:\zhongzi\node_modules\.staging\acorn-e8e3f7e0aea1001c9cb601f83e7500e5
88604 info lifecycle acorn@1.2.2~install: acorn@1.2.2
88605 silly lifecycle acorn@1.2.2~install: no script for install, continuing
88606 silly install after@0.8.1 D:\zhongzi\node_modules\.staging\after-2de453295fe49bd7f303e3847bfece77
88607 info lifecycle after@0.8.1~install: after@0.8.1
88608 silly lifecycle after@0.8.1~install: no script for install, continuing
88609 silly install amdefine@1.0.0 D:\zhongzi\node_modules\.staging\amdefine-b2921f851c2dc247cd76bc05fbd482ca
88610 info lifecycle amdefine@1.0.0~install: amdefine@1.0.0
88611 silly lifecycle amdefine@1.0.0~install: no script for install, continuing
88612 silly install ansi-escapes@1.4.0 D:\zhongzi\node_modules\.staging\ansi-escapes-8a8d71da533c6ca2478729beaee3ce41
88613 info lifecycle ansi-escapes@1.4.0~install: ansi-escapes@1.4.0
88614 silly lifecycle ansi-escapes@1.4.0~install: no script for install, continuing
88615 silly install ansi-regex@2.0.0 D:\zhongzi\node_modules\.staging\ansi-regex-c5aa471ab43ade8da07c51d0a3b71817
88616 info lifecycle ansi-regex@2.0.0~install: ansi-regex@2.0.0
88617 silly lifecycle ansi-regex@2.0.0~install: no script for install, continuing
88618 silly install ansi-styles@2.2.1 D:\zhongzi\node_modules\.staging\ansi-styles-4d267d7fffba745e65c734e4bffb6231
88619 info lifecycle ansi-styles@2.2.1~install: ansi-styles@2.2.1
88620 silly lifecycle ansi-styles@2.2.1~install: no script for install, continuing
88621 silly install underscore.string@2.4.0 D:\zhongzi\node_modules\.staging\underscore.string-9a096adc76f4b7ee6b2575268345edd2
88622 info lifecycle underscore.string@2.4.0~install: underscore.string@2.4.0
88623 silly lifecycle underscore.string@2.4.0~install: no script for install, continuing
88624 silly install arr-flatten@1.0.1 D:\zhongzi\node_modules\.staging\arr-flatten-7ba95892542ebe86c8fbfb71a05fc174
88625 info lifecycle arr-flatten@1.0.1~install: arr-flatten@1.0.1
88626 silly lifecycle arr-flatten@1.0.1~install: no script for install, continuing
88627 silly install arr-diff@2.0.0 D:\zhongzi\node_modules\.staging\arr-diff-d579b82ee0cc4c9fc72ac97b35166785
88628 info lifecycle arr-diff@2.0.0~install: arr-diff@2.0.0
88629 silly lifecycle arr-diff@2.0.0~install: no script for install, continuing
88630 silly install array-differ@1.0.0 D:\zhongzi\node_modules\.staging\array-differ-80cadaedcd73a4b0f6cfbd5d382ae55a
88631 info lifecycle array-differ@1.0.0~install: array-differ@1.0.0
88632 silly lifecycle array-differ@1.0.0~install: no script for install, continuing
88633 silly install array-find-index@1.0.1 D:\zhongzi\node_modules\.staging\array-find-index-be2eb2f6ad98093564b2551443d24ffe
88634 info lifecycle array-find-index@1.0.1~install: array-find-index@1.0.1
88635 silly lifecycle array-find-index@1.0.1~install: no script for install, continuing
88636 silly install array-uniq@1.0.2 D:\zhongzi\node_modules\.staging\array-uniq-717d099bcd67aacbc02054121c502519
88637 info lifecycle array-uniq@1.0.2~install: array-uniq@1.0.2
88638 silly lifecycle array-uniq@1.0.2~install: no script for install, continuing
88639 silly install array-union@1.0.1 D:\zhongzi\node_modules\.staging\array-union-7facb2be94790cb1022f5909c2df4ec2
88640 info lifecycle array-union@1.0.1~install: array-union@1.0.1
88641 silly lifecycle array-union@1.0.1~install: no script for install, continuing
88642 silly install array-unique@0.2.1 D:\zhongzi\node_modules\.staging\array-unique-5113cb21a754b18ce22f4a3f30ac7b9c
88643 info lifecycle array-unique@0.2.1~install: array-unique@0.2.1
88644 silly lifecycle array-unique@0.2.1~install: no script for install, continuing
88645 silly install arraybuffer.slice@0.0.6 D:\zhongzi\node_modules\.staging\arraybuffer.slice-0b55d1bdfe080958125b607fb08f6c32
88646 info lifecycle arraybuffer.slice@0.0.6~install: arraybuffer.slice@0.0.6
88647 silly lifecycle arraybuffer.slice@0.0.6~install: no script for install, continuing
88648 silly install arrify@1.0.1 D:\zhongzi\node_modules\.staging\arrify-0ac15030207bfb82e0940e07c1ab26d4
88649 info lifecycle arrify@1.0.1~install: arrify@1.0.1
88650 silly lifecycle arrify@1.0.1~install: no script for install, continuing
88651 silly install asn1@0.1.11 D:\zhongzi\node_modules\.staging\asn1-7d139da08df7644e35e4c562a7dab34e
88652 info lifecycle asn1@0.1.11~install: asn1@0.1.11
88653 silly lifecycle asn1@0.1.11~install: no script for install, continuing
88654 silly install assert-plus@0.1.5 D:\zhongzi\node_modules\.staging\assert-plus-e2a33a7a04fca7d1d7f0cc3d1699d42d
88655 info lifecycle assert-plus@0.1.5~install: assert-plus@0.1.5
88656 silly lifecycle assert-plus@0.1.5~install: no script for install, continuing
88657 silly install ast-traverse@0.1.1 D:\zhongzi\node_modules\.staging\ast-traverse-5ddb9ac7b48e4c553017f040db9340c9
88658 info lifecycle ast-traverse@0.1.1~install: ast-traverse@0.1.1
88659 silly lifecycle ast-traverse@0.1.1~install: no script for install, continuing
88660 silly install ast-types@0.8.12 D:\zhongzi\node_modules\.staging\ast-types-f5a65b634e01ee2d6455fba6b5105a7d
88661 info lifecycle ast-types@0.8.12~install: ast-types@0.8.12
88662 silly lifecycle ast-types@0.8.12~install: no script for install, continuing
88663 silly install async@0.1.22 D:\zhongzi\node_modules\.staging\async-0c1ef4f1e7faa157bda99a12df5a3caf
88664 info lifecycle async@0.1.22~install: async@0.1.22
88665 silly lifecycle async@0.1.22~install: no script for install, continuing
88666 silly install async-each@1.0.0 D:\zhongzi\node_modules\.staging\async-each-1bfc28c401e788a65ae3c1cea6c385dd
88667 info lifecycle async-each@1.0.0~install: async-each@1.0.0
88668 silly lifecycle async-each@1.0.0~install: no script for install, continuing
88669 silly install async-each-series@0.1.1 D:\zhongzi\node_modules\.staging\async-each-series-5246469056f5d6c3bad16ba0a072e35b
88670 info lifecycle async-each-series@0.1.1~install: async-each-series@0.1.1
88671 silly lifecycle async-each-series@0.1.1~install: no script for install, continuing
88672 silly install aws-sign2@0.6.0 D:\zhongzi\node_modules\.staging\aws-sign2-650a6fd9f7d84519e6d40a63663e5155
88673 info lifecycle aws-sign2@0.6.0~install: aws-sign2@0.6.0
88674 silly lifecycle aws-sign2@0.6.0~install: no script for install, continuing
88675 silly install lodash@3.10.1 D:\zhongzi\node_modules\.staging\lodash-2a45fa1486b10c53fad739d64a3d3dfd
88676 info lifecycle lodash@3.10.1~install: lodash@3.10.1
88677 silly lifecycle lodash@3.10.1~install: no script for install, continuing
88678 silly install babel-plugin-constant-folding@1.0.1 D:\zhongzi\node_modules\.staging\babel-plugin-constant-folding-e8d96fc914467ed91c5d3dbbb5c30852
88679 info lifecycle babel-plugin-constant-folding@1.0.1~install: babel-plugin-constant-folding@1.0.1
88680 silly lifecycle babel-plugin-constant-folding@1.0.1~install: no script for install, continuing
88681 silly install babel-plugin-dead-code-elimination@1.0.2 D:\zhongzi\node_modules\.staging\babel-plugin-dead-code-elimination-3f615a3a7e994a6c3a62c307d762b178
88682 info lifecycle babel-plugin-dead-code-elimination@1.0.2~install: babel-plugin-dead-code-elimination@1.0.2
88683 silly lifecycle babel-plugin-dead-code-elimination@1.0.2~install: no script for install, continuing
88684 silly install babel-plugin-eval@1.0.1 D:\zhongzi\node_modules\.staging\babel-plugin-eval-86d2654f884dbfe852d80437ad2cdd20
88685 info lifecycle babel-plugin-eval@1.0.1~install: babel-plugin-eval@1.0.1
88686 silly lifecycle babel-plugin-eval@1.0.1~install: no script for install, continuing
88687 silly install babel-plugin-inline-environment-variables@1.0.1 D:\zhongzi\node_modules\.staging\babel-plugin-inline-environment-variables-634040ec3d98866813052033d061e634
88688 info lifecycle babel-plugin-inline-environment-variables@1.0.1~install: babel-plugin-inline-environment-variables@1.0.1
88689 silly lifecycle babel-plugin-inline-environment-variables@1.0.1~install: no script for install, continuing
88690 silly install babel-plugin-jscript@1.0.4 D:\zhongzi\node_modules\.staging\babel-plugin-jscript-97307a15f27bba806db326c1b369f66f
88691 info lifecycle babel-plugin-jscript@1.0.4~install: babel-plugin-jscript@1.0.4
88692 silly lifecycle babel-plugin-jscript@1.0.4~install: no script for install, continuing
88693 silly install babel-plugin-member-expression-literals@1.0.1 D:\zhongzi\node_modules\.staging\babel-plugin-member-expression-literals-2b76b2c7f0d72a2ffc33b68d539596d0
88694 info lifecycle babel-plugin-member-expression-literals@1.0.1~install: babel-plugin-member-expression-literals@1.0.1
88695 silly lifecycle babel-plugin-member-expression-literals@1.0.1~install: no script for install, continuing
88696 silly install babel-plugin-property-literals@1.0.1 D:\zhongzi\node_modules\.staging\babel-plugin-property-literals-77a06e3a6c98436baf031d1358187044
88697 info lifecycle babel-plugin-property-literals@1.0.1~install: babel-plugin-property-literals@1.0.1
88698 silly lifecycle babel-plugin-property-literals@1.0.1~install: no script for install, continuing
88699 silly install lodash@3.10.1 D:\zhongzi\node_modules\.staging\lodash-33bfa603edb741133924eb94c422c3a8
88700 info lifecycle lodash@3.10.1~install: lodash@3.10.1
88701 silly lifecycle lodash@3.10.1~install: no script for install, continuing
88702 silly install babel-plugin-proto-to-assign@1.0.4 D:\zhongzi\node_modules\.staging\babel-plugin-proto-to-assign-9a74bf8c9ead2fec5616014f07964c14
88703 info lifecycle babel-plugin-proto-to-assign@1.0.4~install: babel-plugin-proto-to-assign@1.0.4
88704 silly lifecycle babel-plugin-proto-to-assign@1.0.4~install: no script for install, continuing
88705 silly install babel-plugin-react-constant-elements@1.0.3 D:\zhongzi\node_modules\.staging\babel-plugin-react-constant-elements-3b49fc05df10b2ed313757d0712f76b8
88706 info lifecycle babel-plugin-react-constant-elements@1.0.3~install: babel-plugin-react-constant-elements@1.0.3
88707 silly lifecycle babel-plugin-react-constant-elements@1.0.3~install: no script for install, continuing
88708 silly install babel-plugin-react-display-name@1.0.3 D:\zhongzi\node_modules\.staging\babel-plugin-react-display-name-f0e78c0979821e2e5269ea220b9b0f01
88709 info lifecycle babel-plugin-react-display-name@1.0.3~install: babel-plugin-react-display-name@1.0.3
88710 silly lifecycle babel-plugin-react-display-name@1.0.3~install: no script for install, continuing
88711 silly install babel-plugin-remove-console@1.0.1 D:\zhongzi\node_modules\.staging\babel-plugin-remove-console-b0d972464b19987231559fb238fa4b42
88712 info lifecycle babel-plugin-remove-console@1.0.1~install: babel-plugin-remove-console@1.0.1
88713 silly lifecycle babel-plugin-remove-console@1.0.1~install: no script for install, continuing
88714 silly install babel-plugin-remove-debugger@1.0.1 D:\zhongzi\node_modules\.staging\babel-plugin-remove-debugger-b55884ac5c32172eee8fe2b2a612fcce
88715 info lifecycle babel-plugin-remove-debugger@1.0.1~install: babel-plugin-remove-debugger@1.0.1
88716 silly lifecycle babel-plugin-remove-debugger@1.0.1~install: no script for install, continuing
88717 silly install babel-plugin-runtime@1.0.7 D:\zhongzi\node_modules\.staging\babel-plugin-runtime-28f1a077cd459f38feb00cad3e8ba450
88718 info lifecycle babel-plugin-runtime@1.0.7~install: babel-plugin-runtime@1.0.7
88719 silly lifecycle babel-plugin-runtime@1.0.7~install: no script for install, continuing
88720 silly install babel-plugin-undefined-to-void@1.1.6 D:\zhongzi\node_modules\.staging\babel-plugin-undefined-to-void-f19f65f56fa32778f0b1ecfa2ef3a72a
88721 info lifecycle babel-plugin-undefined-to-void@1.1.6~install: babel-plugin-undefined-to-void@1.1.6
88722 silly lifecycle babel-plugin-undefined-to-void@1.1.6~install: no script for install, continuing
88723 silly install babylon@5.8.38 D:\zhongzi\node_modules\.staging\babylon-7cb5d414b87f4cbb6f23347403d3b53d
88724 info lifecycle babylon@5.8.38~install: babylon@5.8.38
88725 silly lifecycle babylon@5.8.38~install: no script for install, continuing
88726 silly install backo2@1.0.2 D:\zhongzi\node_modules\.staging\backo2-2ca476c94709d72f2c8a89fda3b183e0
88727 info lifecycle backo2@1.0.2~install: backo2@1.0.2
88728 silly lifecycle backo2@1.0.2~install: no script for install, continuing
88729 silly install balanced-match@0.4.1 D:\zhongzi\node_modules\.staging\balanced-match-016c55cc43e90a9cb89d8df371d774bc
88730 info lifecycle balanced-match@0.4.1~install: balanced-match@0.4.1
88731 silly lifecycle balanced-match@0.4.1~install: no script for install, continuing
88732 silly install base64-arraybuffer@0.1.2 D:\zhongzi\node_modules\.staging\base64-arraybuffer-6077ce1989b0a0a97f900aaaea3629ac
88733 info lifecycle base64-arraybuffer@0.1.2~install: base64-arraybuffer@0.1.2
88734 silly lifecycle base64-arraybuffer@0.1.2~install: no script for install, continuing
88735 silly install base64id@0.1.0 D:\zhongzi\node_modules\.staging\base64id-b6e1977a01621e1ec22f96a165cbe16b
88736 info lifecycle base64id@0.1.0~install: base64id@0.1.0
88737 silly lifecycle base64id@0.1.0~install: no script for install, continuing
88738 silly install batch@0.5.3 D:\zhongzi\node_modules\.staging\batch-3227cd64f5a282acdcad9dbb8fd35b76
88739 info lifecycle batch@0.5.3~install: batch@0.5.3
88740 silly lifecycle batch@0.5.3~install: no script for install, continuing
88741 silly install beeper@1.1.0 D:\zhongzi\node_modules\.staging\beeper-1c8b5bfac7b3ae048c129772545813a4
88742 info lifecycle beeper@1.1.0~install: beeper@1.1.0
88743 silly lifecycle beeper@1.1.0~install: no script for install, continuing
88744 silly install benchmark@1.0.0 D:\zhongzi\node_modules\.staging\benchmark-40ebd582229478b80326a495fe6cf28f
88745 info lifecycle benchmark@1.0.0~install: benchmark@1.0.0
88746 silly lifecycle benchmark@1.0.0~install: no script for install, continuing
88747 silly install semver@4.3.6 D:\zhongzi\node_modules\.staging\semver-cfeb2455fb04eee748b41dac31afe258
88748 info lifecycle semver@4.3.6~install: semver@4.3.6
88749 silly lifecycle semver@4.3.6~install: no script for install, continuing
88750 silly install binary-extensions@1.4.1 D:\zhongzi\node_modules\.staging\binary-extensions-1175be49d505cc374dddca3b657729cf
88751 info lifecycle binary-extensions@1.4.1~install: binary-extensions@1.4.1
88752 silly lifecycle binary-extensions@1.4.1~install: no script for install, continuing
88753 silly install blob@0.0.4 D:\zhongzi\node_modules\.staging\blob-c29005cd8523959eec4c8a580b4b9ea6
88754 info lifecycle blob@0.0.4~install: blob@0.0.4
88755 silly lifecycle blob@0.0.4~install: no script for install, continuing
88756 silly install bluebird@2.10.2 D:\zhongzi\node_modules\.staging\bluebird-2433d4c985ca436dce9b72036f99c7ac
88757 info lifecycle bluebird@2.10.2~install: bluebird@2.10.2
88758 silly lifecycle bluebird@2.10.2~install: no script for install, continuing
88759 silly install graceful-fs@2.0.3 D:\zhongzi\node_modules\.staging\graceful-fs-bfda96a4af79c74b9ac63c9249154d64
88760 info lifecycle graceful-fs@2.0.3~install: graceful-fs@2.0.3
88761 silly lifecycle graceful-fs@2.0.3~install: no script for install, continuing
88762 silly install breakable@1.0.0 D:\zhongzi\node_modules\.staging\breakable-7737ba062492847a9cc614465c99c835
88763 info lifecycle breakable@1.0.0~install: breakable@1.0.0
88764 silly lifecycle breakable@1.0.0~install: no script for install, continuing
88765 silly install camelcase@2.1.1 D:\zhongzi\node_modules\.staging\camelcase-899f18bcdf367163d552d129bdab1cfa
88766 info lifecycle camelcase@2.1.1~install: camelcase@2.1.1
88767 silly lifecycle camelcase@2.1.1~install: no script for install, continuing
88768 silly install lodash@4.10.0 D:\zhongzi\node_modules\.staging\lodash-d8f1e1890a2c6ab1d3be4cb603882564
88769 info lifecycle lodash@4.10.0~install: lodash@4.10.0
88770 silly lifecycle lodash@4.10.0~install: no script for install, continuing
88771 silly install window-size@0.2.0 D:\zhongzi\node_modules\.staging\window-size-cd6514c7a6c4bff90f666bc32fc7bd39
88772 info lifecycle window-size@0.2.0~install: window-size@0.2.0
88773 silly lifecycle window-size@0.2.0~install: no script for install, continuing
88774 silly install bs-recipes@1.2.2 D:\zhongzi\node_modules\.staging\bs-recipes-39ba45adef514396e81f51a1b20932d9
88775 info lifecycle bs-recipes@1.2.2~install: bs-recipes@1.2.2
88776 silly lifecycle bs-recipes@1.2.2~install: no script for install, continuing
88777 silly install buffer-shims@1.0.0 D:\zhongzi\node_modules\.staging\buffer-shims-91bcd54d6f678a5a8450f71d5c05980b
88778 info lifecycle buffer-shims@1.0.0~install: buffer-shims@1.0.0
88779 silly lifecycle buffer-shims@1.0.0~install: no script for install, continuing
88780 silly install builtin-modules@1.1.1 D:\zhongzi\node_modules\.staging\builtin-modules-9b2a448b22dec3bf5ed09be7bff2ae0f
88781 info lifecycle builtin-modules@1.1.1~install: builtin-modules@1.1.1
88782 silly lifecycle builtin-modules@1.1.1~install: no script for install, continuing
